Chr	Start	End	DCI_Score
chr11	4120000	4160000	8.372581955219388
chr11	4160000	4200000	10.296426220110797
chr11	42720000	42760000	7.108983169193177
chr11	42840000	42880000	8.085353760035089
chr11	46880000	46920000	7.080789899612075
chr11	48520000	48560000	9.429874276786602
chr11	49000000	49040000	11.836669453909302
chr11	49120000	49160000	12.260259219085064
chr11	49200000	49240000	9.620345009263776
chr11	49240000	49280000	7.72292976224096
chr11	49320000	49360000	11.108808386951516
chr11	49960000	50000000	9.063882366808032
chr11	50240000	50280000	7.500421433302435
chr11	50360000	50400000	8.754028836877179
chr11	50400000	50440000	7.297438399761182
chr11	50480000	50520000	7.794534737533722
chr11	50640000	50680000	10.421362640973864
chr11	520000	560000	7.150913147986393
chr11	54800000	54840000	7.26835355054745
chr11	54840000	54880000	7.097696254052704
chr11	54880000	54920000	7.883565790704608
chr11	54920000	54960000	12.878537164008176
chr11	55000000	55040000	9.220954834684019
chr11	55040000	55080000	7.481594336111096
chr11	55280000	55320000	7.800869462723206
chr11	55400000	55440000	7.817045187064475
chr11	56960000	57000000	7.438799252654707
chr11	60840000	60880000	7.0511718501664475
chr11	60920000	60960000	7.034672421950601
chr11	63720000	63760000	7.486803838483998
chr11	67720000	67760000	7.413879007525255
chr11	68400000	68440000	11.063820921636697
chr11	68440000	68480000	7.630068704852692
chr11	68520000	68560000	7.889978646600556
chr11	71440000	71480000	8.715690375210615
chr11	71480000	71520000	11.063010902446573
chr11	71520000	71560000	7.281399704428931
chr11	71760000	71800000	7.172458985348811
chr11	71920000	71960000	8.539304650329989
chr11	79120000	79160000	8.997870909311143
chr11	81640000	81680000	7.6929045032293395
chr11	81760000	81800000	7.785371866009925
chr12	109920000	109960000	7.1601601132134505
chr12	11480000	11520000	7.268706928113233
chr12	122240000	122280000	10.416581600796126
chr12	122280000	122320000	9.75314806241176
chr12	122960000	123000000	8.593581246726908
chr12	123000000	123040000	7.076667690747644
chr12	123280000	123320000	7.085081036997817
chr12	123600000	123640000	11.21115163209491
chr12	123640000	123680000	9.21720486771734
chr12	124320000	124360000	8.504583413750122
chr12	124360000	124400000	8.794491483321858
chr12	124440000	124480000	7.492954893200892
chr12	124480000	124520000	10.627185377654614
chr12	125960000	126000000	8.841938070941687
chr12	127720000	127760000	7.219609309766307
chr12	127760000	127800000	8.282726055321204
chr12	127800000	127840000	7.527106757622751
chr12	127880000	127920000	9.147439151930179
chr12	127920000	127960000	8.307220726834025
chr12	128000000	128040000	7.453609230045347
chr12	128400000	128440000	10.106182409667039
chr12	128560000	128600000	7.227841933033437
chr12	128680000	128720000	8.687669968901798
chr12	128720000	128760000	8.108879016399063
chr12	128880000	128920000	8.274440376847409
chr12	128920000	128960000	7.384547915626505
chr12	128960000	129000000	9.41060317449507
chr12	129000000	129040000	8.039590799903255
chr12	129080000	129120000	7.686286390982247
chr12	129120000	129160000	7.924015895555255
chr12	129160000	129200000	12.066234066156275
chr12	129240000	129280000	9.364341687811766
chr12	129360000	129400000	8.866021274139655
chr12	129400000	129440000	7.481820786994585
chr12	129440000	129480000	7.664575704962775
chr12	129600000	129640000	8.592857812811793
chr12	129680000	129720000	11.241446193980746
chr12	129760000	129800000	8.771061666283389
chr12	129840000	129880000	7.491174073960497
chr12	129880000	129920000	9.918121077863377
chr12	129920000	129960000	7.355186746285981
chr12	130000000	130040000	12.471357352302926
chr12	130040000	130080000	8.040107402955984
chr12	130080000	130120000	7.846681169718285
chr12	130120000	130160000	8.25594400284596
chr12	130160000	130200000	8.861780471470261
chr12	130200000	130240000	8.909791843891114
chr12	130240000	130280000	7.912586244007896
chr12	130280000	130320000	9.68565638804966
chr12	130320000	130360000	10.94703351786943
chr12	130360000	130400000	8.671665628316216
chr12	130400000	130440000	7.788710143261174
chr12	130520000	130560000	9.1759052564906
chr12	130560000	130600000	8.288982357918092
chr12	130640000	130680000	7.830092754351625
chr12	131080000	131120000	7.032119895620765
chr12	131880000	131920000	9.15419772044176
chr12	132040000	132080000	9.136806050584603
chr12	132120000	132160000	9.816912068946527
chr12	132480000	132520000	8.150464565436469
chr12	132840000	132880000	9.1836914718821
chr12	28880000	28920000	7.423610671708697
chr12	29000000	29040000	8.136320116478997
chr12	29160000	29200000	8.443575396066212
chr12	31640000	31680000	8.946971065963757
chr12	320000	360000	8.172113970504371
chr12	3240000	3280000	7.814628533310397
chr12	33240000	33280000	7.195627702625544
chr12	34120000	34160000	7.3940214237741255
chr12	34160000	34200000	7.3951666046663425
chr12	34240000	34280000	10.816607141811
chr12	34280000	34320000	11.921917231148862
chr12	34320000	34360000	12.699886495740913
chr12	34360000	34400000	12.951493080029069
chr12	34440000	34480000	12.25413441725089
chr12	34520000	34560000	8.59265962738257
chr12	37400000	37440000	7.536857041434071
chr12	37520000	37560000	11.590790103748546
chr12	37640000	37680000	7.6104439623255935
chr12	39280000	39320000	7.257928205294678
chr12	45480000	45520000	7.352514248323141
chr12	47040000	47080000	8.156195118072407
chr12	49000000	49040000	9.182018593726335
chr12	50440000	50480000	7.961604178093466
chr12	51360000	51400000	7.356828657145219
chr12	5480000	5520000	8.379730515279316
chr12	57120000	57160000	7.407137755707098
chr13	112640000	112680000	10.45142414541204
chr13	112760000	112800000	7.034247051058522
chr13	112880000	112920000	8.795647165087598
chr13	112960000	113000000	7.547554775280889
chr13	113080000	113120000	7.771421851059812
chr13	113200000	113240000	7.983816087698472
chr13	113920000	113960000	7.322699528221728
chr13	113960000	114000000	8.016000674477139
chr13	18600000	18640000	9.032520252791944
chr13	18680000	18720000	8.263570396466296
chr13	18720000	18760000	11.02604848957861
chr13	18800000	18840000	7.881622429673122
chr13	18840000	18880000	8.840253902363079
chr13	18880000	18920000	10.689770186164631
chr13	18920000	18960000	7.92287356521885
chr13	18960000	19000000	9.822931960894476
chr13	19040000	19080000	9.083879348802347
chr13	19080000	19120000	9.16489702661409
chr13	19120000	19160000	11.596884590295982
chr13	19160000	19200000	8.823644229081431
chr13	19200000	19240000	12.484055240730456
chr13	19360000	19400000	8.834304122359969
chr13	19440000	19480000	8.335963884164679
chr13	19480000	19520000	10.760397547830738
chr13	19520000	19560000	7.065331463451197
chr13	19560000	19600000	8.380149686840062
chr13	19600000	19640000	7.355604494272632
chr13	21520000	21560000	8.731445453786625
chr13	21640000	21680000	7.253908958328596
chr13	22120000	22160000	7.554091234221945
chr13	22280000	22320000	8.889545362601528
chr13	22640000	22680000	13.482699186857838
chr13	22960000	23000000	7.594448385381112
chr13	23000000	23040000	7.8114211938292275
chr13	24240000	24280000	7.766249491418796
chr13	24280000	24320000	9.249382888379092
chr13	24960000	25000000	7.315518984032322
chr13	31960000	32000000	7.673210632117232
chr13	32520000	32560000	7.252097385243614
chr13	34120000	34160000	9.455667223157556
chr13	34160000	34200000	7.381236262027674
chr13	34200000	34240000	8.520042550814447
chr13	46880000	46920000	7.537986660162367
chr13	48000000	48040000	7.589954556378039
chr13	48040000	48080000	8.019738417241731
chr13	49920000	49960000	7.014504914464407
chr13	64840000	64880000	7.745059728999724
chr13	90760000	90800000	7.069551289090066
chr14	100320000	100360000	8.596188824959183
chr14	100680000	100720000	7.578087642211419
chr14	101280000	101320000	7.085028962976497
chr14	101320000	101360000	7.449417238844387
chr14	102480000	102520000	8.466016188306654
chr14	102920000	102960000	7.877792331422424
chr14	103000000	103040000	8.013537339902403
chr14	103040000	103080000	7.615390695259421
chr14	103720000	103760000	9.941283791255042
chr14	104760000	104800000	7.6283634431550995
chr14	105080000	105120000	7.227405268265957
chr14	105120000	105160000	10.338639855749426
chr14	105360000	105400000	10.269754701686562
chr14	105800000	105840000	7.553380348090029
chr14	105840000	105880000	10.475135904150758
chr14	105880000	105920000	7.556918386668949
chr14	105920000	105960000	12.306734414304204
chr14	106280000	106320000	8.23667509138689
chr14	106400000	106440000	7.380784861463756
chr14	106480000	106520000	7.66034368544959
chr14	19840000	19880000	9.137817217809731
chr14	19880000	19920000	9.161133863863947
chr14	19960000	20000000	10.150987061482029
chr14	20040000	20080000	7.6911709173675895
chr14	20120000	20160000	8.294940986053147
chr14	20160000	20200000	7.844397662638309
chr14	21200000	21240000	7.579275143932866
chr14	31440000	31480000	7.050427709349322
chr14	34400000	34440000	9.585661221302047
chr14	44520000	44560000	7.961639041436907
chr14	48600000	48640000	7.396092021251824
chr14	53160000	53200000	8.230875785385681
chr14	69480000	69520000	8.375711976026885
chr14	72360000	72400000	7.596866067902095
chr14	72440000	72480000	11.155283701455414
chr14	72960000	73000000	10.137327809833169
chr14	76680000	76720000	7.476840035776751
chr14	81480000	81520000	10.415354260563458
chr14	87640000	87680000	9.762725877217123
chr14	87680000	87720000	8.75701527437042
chr14	87800000	87840000	7.598628692757526
chr14	89920000	89960000	7.923224214194239
chr14	90120000	90160000	7.373313475269338
chr14	90200000	90240000	8.850711379424556
chr14	92520000	92560000	9.61218213518766
chr14	92880000	92920000	7.1707194173065165
chr14	99040000	99080000	7.213563353089776
chr15	100520000	100560000	7.388702075952726
chr15	101720000	101760000	8.001272951172242
chr15	23600000	23640000	7.626249478821628
chr15	23960000	24000000	7.172559751132524
chr15	25720000	25760000	9.009220078148946
chr15	31520000	31560000	7.354594570581714
chr15	41040000	41080000	10.311495085823932
chr15	42720000	42760000	8.270171212235919
chr15	43000000	43040000	9.398223522334186
chr15	43040000	43080000	7.502285082986262
chr15	43080000	43120000	7.4643812967368115
chr15	43120000	43160000	7.6653645472528265
chr15	53760000	53800000	7.595265166394002
chr15	54640000	54680000	10.035440683347089
chr15	54680000	54720000	8.653837422272238
chr15	55400000	55440000	8.383077935843522
chr15	55440000	55480000	9.74642517007331
chr15	59640000	59680000	7.310844396638753
chr15	64160000	64200000	7.247725579046818
chr15	65880000	65920000	8.024422057057249
chr15	70480000	70520000	11.866516747273215
chr15	72160000	72200000	8.00113836684737
chr15	72280000	72320000	9.464602617113561
chr15	74600000	74640000	7.702727234796244
chr15	75040000	75080000	7.76263768229543
chr15	85080000	85120000	8.280953039542352
chr15	87160000	87200000	8.969795716348216
chr15	87440000	87480000	9.968727009440297
chr15	87640000	87680000	7.420793505569675
chr15	87880000	87920000	9.014435020499082
chr15	88560000	88600000	7.839739630693378
chr15	94600000	94640000	10.556717957346818
chr16	2280000	2320000	7.395401732144883
chr16	25280000	25320000	7.489044154435713
chr16	25720000	25760000	14.377389181789813
chr16	26800000	26840000	7.681160710500269
chr16	2680000	2720000	7.674144928344327
chr16	27160000	27200000	9.243856448422203
chr16	30000000	30040000	7.566300415715911
chr16	30720000	30760000	9.2269767393471
chr16	31960000	32000000	8.138725416061552
chr16	35200000	35240000	7.341773607912548
chr16	35280000	35320000	9.342215077947587
chr16	35360000	35400000	7.533512599459343
chr16	35440000	35480000	7.312535614796274
chr16	48120000	48160000	9.345776308752344
chr16	48160000	48200000	7.015676036226685
chr16	53480000	53520000	7.305479449984771
chr16	54960000	55000000	7.000880540064576
chr16	55320000	55360000	7.230645157129071
chr16	6400000	6440000	10.61685088277289
chr16	6920000	6960000	7.1484873890406115
chr16	7320000	7360000	7.574358011754607
chr16	7400000	7440000	9.832227288966584
chr16	7480000	7520000	7.715613262163469
chr16	7520000	7560000	7.5107416797317015
chr16	7560000	7600000	12.206464616769614
chr16	7600000	7640000	7.339807689642037
chr16	7640000	7680000	9.374226957959443
chr16	7720000	7760000	9.535112408483675
chr16	7760000	7800000	7.3845445759522335
chr16	7800000	7840000	12.258819464376804
chr16	78560000	78600000	8.257214008469703
chr16	78800000	78840000	7.662340431838659
chr16	78920000	78960000	7.416397103827082
chr16	79040000	79080000	7.0765063921783335
chr16	79400000	79440000	10.542165631524847
chr16	79440000	79480000	8.261914718978668
chr16	79520000	79560000	8.910836589330971
chr16	79600000	79640000	9.768519385311992
chr16	7960000	8000000	7.959546083521807
chr16	80000000	80040000	9.447725081170569
chr16	80360000	80400000	10.582204511461434
chr16	8240000	8280000	7.052226390477428
chr16	8320000	8360000	8.075443773246862
chr16	8400000	8440000	10.184305404458527
chr16	88560000	88600000	11.076339720058387
chr16	88600000	88640000	8.261721680513293
chr16	88640000	88680000	9.076440456635707
chr16	88720000	88760000	7.939264077081687
chr16	88800000	88840000	7.654196540120537
chr16	88880000	88920000	10.350879894907676
chr16	89680000	89720000	7.155077325419963
chr16	89880000	89920000	7.051049450596381
chr16	89920000	89960000	9.531941527901733
chr17	1040000	1080000	10.583551827937532
chr17	1120000	1160000	8.459564390446989
chr17	11320000	11360000	7.597972506854322
chr17	1280000	1320000	8.689519306709663
chr17	15720000	15760000	11.65344544530936
chr17	18040000	18080000	9.600667418466436
chr17	19920000	19960000	9.092751877560508
chr17	21360000	21400000	7.039215352009894
chr17	27080000	27120000	7.6421713247933445
chr17	36520000	36560000	7.121425849900755
chr17	36560000	36600000	7.063233151220117
chr17	41720000	41760000	7.211059360838232
chr17	4920000	4960000	7.290423674073216
chr17	50400000	50440000	7.247114287984267
chr17	5080000	5120000	8.03724439158963
chr17	5120000	5160000	8.654378132526869
chr17	55000000	55040000	7.435786428497227
chr17	59120000	59160000	7.054788903764584
chr17	59240000	59280000	8.103947683699612
chr17	64800000	64840000	9.65232750337398
chr17	73440000	73480000	7.004469133152454
chr17	74240000	74280000	8.069323731869224
chr17	75800000	75840000	7.379892922311348
chr17	78440000	78480000	8.226532063190438
chr17	78720000	78760000	7.107935441392943
chr17	78800000	78840000	7.998182028515968
chr17	81160000	81200000	8.01516682587106
chr17	82080000	82120000	9.056260284558322
chr17	82120000	82160000	7.549124805892607
chr17	82160000	82200000	8.601456931226561
chr17	82400000	82440000	7.598297624739348
chr17	82880000	82920000	7.873652542623634
chr18	12960000	13000000	9.069044743513937
chr18	13040000	13080000	8.198043855926667
chr18	14160000	14200000	9.042255656822825
chr18	14240000	14280000	9.086265836268007
chr18	14320000	14360000	8.068637520474688
chr18	14920000	14960000	7.412618338366506
chr18	14960000	15000000	8.649092034958407
chr18	15000000	15040000	11.758005532297295
chr18	15360000	15400000	7.203280920510043
chr18	2280000	2320000	7.76256117924753
chr18	2600000	2640000	8.49274328999617
chr18	30680000	30720000	7.4678409892799875
chr18	31600000	31640000	9.912666271176489
chr18	32000000	32040000	7.1833555124018185
chr18	38760000	38800000	7.590273114174651
chr18	41840000	41880000	9.035309811519973
chr18	41960000	42000000	7.091768856505668
chr18	46080000	46120000	7.45798353586934
chr18	46680000	46720000	8.502479416066999
chr18	48720000	48760000	7.964730855321933
chr18	51880000	51920000	8.0358513186186
chr18	57600000	57640000	7.064791219229794
chr18	6960000	7000000	8.763636771404004
chr18	7240000	7280000	7.902855196260003
chr18	74520000	74560000	7.491823602041683
chr18	74560000	74600000	9.661995593597675
chr18	77120000	77160000	7.088696089263216
chr18	77680000	77720000	8.038788321683898
chr18	78120000	78160000	8.326866053747072
chr18	78200000	78240000	7.809146478210963
chr18	78360000	78400000	10.277330811563887
chr18	78440000	78480000	7.762461538115088
chr18	78480000	78520000	12.234577889047225
chr18	78520000	78560000	9.289628247691834
chr18	78600000	78640000	9.680630966176004
chr18	78680000	78720000	10.900217178243224
chr18	79320000	79360000	10.832598288200138
chr18	79360000	79400000	7.47519886624357
chr18	79440000	79480000	7.142475603707722
chr18	79680000	79720000	7.26663625588523
chr19	1400000	1440000	8.75699962747694
chr19	19960000	20000000	9.578759165045179
chr19	20120000	20160000	10.529114620944558
chr19	20480000	20520000	12.188674586282804
chr19	20520000	20560000	7.7793948515753675
chr19	20560000	20600000	7.940929460753977
chr19	20920000	20960000	8.87555253556666
chr19	20960000	21000000	7.408317333506372
chr19	21040000	21080000	8.312154278881348
chr19	22400000	22440000	7.007947284494289
chr19	22520000	22560000	8.35210630700169
chr19	22600000	22640000	9.054162283001157
chr19	22640000	22680000	7.4068669301909855
chr19	22720000	22760000	7.269711570132424
chr19	22760000	22800000	8.342659686563072
chr19	22800000	22840000	7.947045269718232
chr19	22920000	22960000	7.722329322861547
chr19	23160000	23200000	8.129966233714638
chr19	23800000	23840000	10.576699110342453
chr19	23840000	23880000	8.797411730816437
chr19	24000000	24040000	7.866586226175225
chr19	27880000	27920000	7.291846946181711
chr19	28360000	28400000	7.797311773963262
chr19	29160000	29200000	8.804262086153264
chr19	29360000	29400000	7.579486762267972
chr19	29400000	29440000	7.975967091235296
chr19	36600000	36640000	7.796828044095003
chr19	36880000	36920000	7.561556316819929
chr19	37000000	37040000	7.036413174567089
chr19	37480000	37520000	7.6112434626364305
chr19	37560000	37600000	7.036390618303781
chr19	57040000	57080000	10.09392385279778
chr1	108640000	108680000	10.057633433287268
chr1	110160000	110200000	7.000685147639168
chr1	111000000	111040000	8.314587927316406
chr1	111080000	111120000	9.767040089650454
chr1	111360000	111400000	7.939878608863043
chr1	111400000	111440000	10.278337519051089
chr1	111440000	111480000	9.756927269478275
chr1	116960000	117000000	7.012863084135609
chr1	117800000	117840000	7.259875396008738
chr1	12800000	12840000	8.335139286054327
chr1	13200000	13240000	7.054008893205477
chr1	1320000	1360000	8.024412453687491
chr1	13360000	13400000	7.731364058406287
chr1	13520000	13560000	8.768864930054251
chr1	13600000	13640000	14.441051786883955
chr1	147120000	147160000	7.3238080478985115
chr1	1480000	1520000	8.884340857594689
chr1	15040000	15080000	7.72230715254188
chr1	152480000	152520000	9.206122690660044
chr1	154560000	154600000	9.65370308168322
chr1	155800000	155840000	7.38218612217316
chr1	156280000	156320000	7.606895074762635
chr1	1600000	1640000	7.3275238260898785
chr1	167760000	167800000	7.310517589395172
chr1	168240000	168280000	7.819460921100896
chr1	169880000	169920000	7.186119453995879
chr1	176880000	176920000	7.874463695296456
chr1	177960000	178000000	9.82547224120975
chr1	19320000	19360000	7.134508656720654
chr1	208200000	208240000	7.057110140370043
chr1	21160000	21200000	7.297831799235018
chr1	213000000	213040000	7.370847414277848
chr1	224400000	224440000	8.192520087803532
chr1	225080000	225120000	8.730084237752541
chr1	226320000	226360000	7.4230649859414335
chr1	226960000	227000000	7.428629222153307
chr1	227240000	227280000	7.2104680337355225
chr1	227400000	227440000	7.106930499050843
chr1	228160000	228200000	7.82002435125589
chr1	228200000	228240000	7.840005339039171
chr1	228280000	228320000	9.074248480328174
chr1	228360000	228400000	7.259176483030795
chr1	228400000	228440000	7.238109394903294
chr1	229560000	229600000	7.886979923324505
chr1	231240000	231280000	8.961377327374008
chr1	231560000	231600000	7.042212499033577
chr1	232560000	232600000	7.313934236205218
chr1	232960000	233000000	9.5924410896751
chr1	233160000	233200000	7.415697309441753
chr1	235440000	235480000	11.58757273866084
chr1	236000000	236040000	7.988756564253232
chr1	23720000	23760000	7.73503263644313
chr1	248000000	248040000	7.6570728129408225
chr1	25560000	25600000	9.665631459123082
chr1	26560000	26600000	8.177907796560913
chr1	26920000	26960000	8.917364233931536
chr1	4080000	4120000	7.399740532218513
chr1	4120000	4160000	9.731014070624845
chr1	4200000	4240000	7.487314316792071
chr1	4240000	4280000	7.781881541938933
chr1	4280000	4320000	9.813660352562195
chr1	4320000	4360000	8.177176555580807
chr1	4360000	4400000	7.990602945252602
chr1	4400000	4440000	11.634610566734324
chr1	4440000	4480000	9.66314803509982
chr1	4480000	4520000	9.93767999196345
chr1	4520000	4560000	9.102117370204109
chr1	4560000	4600000	16.667671646353
chr1	45720000	45760000	7.388462632708597
chr1	4600000	4640000	11.24420351564224
chr1	4640000	4680000	7.804149787819442
chr1	4680000	4720000	9.787184884701368
chr1	4720000	4760000	11.170528278451307
chr1	4760000	4800000	9.454458544646727
chr1	48400000	48440000	7.354161336987323
chr1	48440000	48480000	7.498530266128773
chr1	48480000	48520000	7.366367078876692
chr1	48520000	48560000	11.183140103324456
chr1	48600000	48640000	7.150459050759914
chr1	4880000	4920000	8.647588637876968
chr1	4920000	4960000	7.224398656191457
chr1	49320000	49360000	11.422314456724438
chr1	49360000	49400000	8.604552103723321
chr1	49440000	49480000	7.996045102757999
chr1	49520000	49560000	7.778925363220023
chr1	49560000	49600000	12.311357767823065
chr1	49640000	49680000	8.819034892013622
chr1	49680000	49720000	8.437914977673884
chr1	49800000	49840000	11.064670138171152
chr1	50280000	50320000	8.786569168385405
chr1	51280000	51320000	10.134033582339368
chr1	51760000	51800000	8.146049826003466
chr1	5200000	5240000	8.277303745709627
chr1	52080000	52120000	7.824258536973122
chr1	5400000	5440000	7.3389841762172905
chr1	5480000	5520000	8.293894260406143
chr1	6280000	6320000	7.436977447888937
chr1	94800000	94840000	7.039553950410307
chr1	9600000	9640000	7.396142257348526
chr1	99720000	99760000	7.082890494309309
chr20	1480000	1520000	7.415776148031863
chr20	18000000	18040000	8.659539419792294
chr20	18160000	18200000	8.780395205425013
chr20	19720000	19760000	7.274087569317008
chr20	29320000	29360000	7.608331165508331
chr20	29400000	29440000	8.821584982988453
chr20	29600000	29640000	8.312989918824261
chr20	30480000	30520000	7.253355202203406
chr20	3080000	3120000	7.832564750689273
chr20	34760000	34800000	7.510120194940637
chr20	39000000	39040000	7.742616356170683
chr20	400000	440000	7.7610760816449265
chr20	42000000	42040000	8.027798886714868
chr20	42320000	42360000	7.076626876122668
chr20	42520000	42560000	9.933008972395424
chr20	42920000	42960000	10.419311805391343
chr20	43120000	43160000	8.439492522732506
chr20	43280000	43320000	8.471560957371905
chr20	55720000	55760000	8.351160087614334
chr20	55840000	55880000	13.206510435065674
chr20	55960000	56000000	12.19173256948698
chr20	56000000	56040000	8.82535443321475
chr20	56080000	56120000	8.8382279595051
chr20	56120000	56160000	10.145406824606304
chr20	59800000	59840000	7.754280850160351
chr20	60320000	60360000	9.080921568632718
chr20	60920000	60960000	8.968988462872463
chr20	61040000	61080000	11.287245774685793
chr20	61080000	61120000	9.412612551106855
chr20	61120000	61160000	8.930561103051335
chr20	61160000	61200000	7.613310479056486
chr21	18640000	18680000	8.151531101278652
chr21	18720000	18760000	7.549344617232994
chr21	22560000	22600000	9.094904216994099
chr21	28800000	28840000	7.07713735775094
chr21	28840000	28880000	7.29646210326648
chr21	28960000	29000000	7.1725242240743
chr21	29040000	29080000	8.075889090278652
chr21	41800000	41840000	7.315216809415205
chr21	43720000	43760000	9.150903674559858
chr22	15720000	15760000	7.769396174503415
chr22	20080000	20120000	9.110081474378466
chr22	38600000	38640000	7.152812429297532
chr22	46760000	46800000	7.487900752806435
chr22	47280000	47320000	7.0721028439354585
chr22	47400000	47440000	7.68266387013188
chr22	47480000	47520000	9.113309297790984
chr22	47520000	47560000	9.632747202248085
chr22	47600000	47640000	7.292458867054328
chr22	48040000	48080000	8.338721967483226
chr22	48120000	48160000	10.305087938511305
chr22	48160000	48200000	7.247880200698319
chr22	48240000	48280000	10.910472768941984
chr22	48320000	48360000	8.476024678161869
chr22	48480000	48520000	7.338083410647867
chr22	48520000	48560000	7.670814479281255
chr22	48560000	48600000	10.086542428292043
chr22	48600000	48640000	7.230625053206308
chr22	48640000	48680000	7.023691450699269
chr22	49000000	49040000	11.378643196585227
chr22	49320000	49360000	7.4087493237926925
chr22	49440000	49480000	8.270451944057962
chr22	49520000	49560000	7.478990663749628
chr2	10120000	10160000	7.1437451193716655
chr2	10200000	10240000	9.751783454162943
chr2	105880000	105920000	7.1406765424138845
chr2	10720000	10760000	7.154672852851873
chr2	10760000	10800000	11.616042170041853
chr2	113000000	113040000	10.327616542870363
chr2	114080000	114120000	8.411309975251557
chr2	11640000	11680000	7.4414861553377865
chr2	116800000	116840000	7.831673491163096
chr2	117000000	117040000	8.330160153618309
chr2	121880000	121920000	7.787006605278244
chr2	126440000	126480000	9.233928416448524
chr2	127040000	127080000	8.915879072216372
chr2	129760000	129800000	8.570358645260766
chr2	133840000	133880000	9.751588187007892
chr2	134960000	135000000	10.618903674275485
chr2	135040000	135080000	7.077832140423197
chr2	136200000	136240000	7.741432959866934
chr2	142840000	142880000	7.9282881028110435
chr2	142960000	143000000	8.272624960895456
chr2	152600000	152640000	7.2598727626265225
chr2	152760000	152800000	7.497634124415753
chr2	158800000	158840000	7.756279464842367
chr2	158840000	158880000	7.175899971255988
chr2	172480000	172520000	12.098695604649427
