Chr	Start	End	DCI_Score
chr10	124560000	124600000	11.285565267165756
chr10	124640000	124680000	10.534440605368967
chr10	124720000	124760000	7.963352193433328
chr10	124800000	124840000	9.727897663920432
chr10	124880000	124920000	7.223522209991804
chr10	124960000	125000000	7.670181902773749
chr10	125000000	125040000	9.386736072107995
chr10	125040000	125080000	12.077191793168625
chr10	125080000	125120000	7.8608266248096275
chr10	125200000	125240000	7.087441144212342
chr10	125720000	125760000	8.145949115070728
chr10	125760000	125800000	7.818243579036938
chr10	125800000	125840000	8.35777742611346
chr10	126960000	127000000	7.2588105897068385
chr10	127000000	127040000	11.908883771360633
chr10	128880000	128920000	7.289822569939332
chr10	128920000	128960000	14.87853123705266
chr10	128960000	129000000	7.754878552691583
chr10	130200000	130240000	7.999213681528968
chr10	130360000	130400000	8.999119803400909
chr10	130400000	130440000	8.64001303528243
chr10	130440000	130480000	11.887191837442172
chr10	130480000	130520000	7.853713162544439
chr10	130520000	130560000	9.790837306059938
chr10	130560000	130600000	15.633569354812794
chr10	130600000	130640000	7.386606908467924
chr10	130640000	130680000	15.18030894299745
chr10	130680000	130720000	13.333248616096759
chr10	130720000	130760000	9.868807420227409
chr10	130760000	130800000	8.431130382934116
chr10	130800000	130840000	9.361345388516268
chr10	130840000	130880000	11.20274974172644
chr10	130880000	130920000	7.1004266250827675
chr10	130920000	130960000	7.9740829781385765
chr10	130960000	131000000	11.362756197854429
chr10	131000000	131040000	8.379686091868615
chr10	131040000	131080000	8.084942988377787
chr10	131080000	131120000	11.476958259539929
chr10	131120000	131160000	7.2191527657903025
chr10	131160000	131200000	9.902262685599297
chr10	131240000	131280000	11.785108779829063
chr10	131360000	131400000	8.92131840026501
chr10	131400000	131440000	9.701887927368984
chr10	131440000	131480000	9.17332623995042
chr10	131520000	131560000	8.21991302974628
chr10	131760000	131800000	8.74442906006144
chr10	131800000	131840000	9.828731913504344
chr10	132160000	132200000	7.320550425060652
chr10	132240000	132280000	8.379673633167183
chr10	132360000	132400000	8.853198326932226
chr10	132400000	132440000	9.515536376399464
chr10	132920000	132960000	9.226319122741646
chr10	133000000	133040000	7.27568959961699
chr10	133040000	133080000	8.627124274614692
chr10	133080000	133120000	9.618718634686827
chr10	133160000	133200000	11.583726402280114
chr10	133200000	133240000	7.746285128313388
chr10	133280000	133320000	9.321134688728517
chr10	133440000	133480000	8.581320170062858
chr10	15000000	15040000	7.6111397135931025
chr10	15040000	15080000	9.379848733674491
chr10	15160000	15200000	8.409707459661702
chr10	15200000	15240000	7.831212117396626
chr10	15280000	15320000	7.978665018329004
chr10	28640000	28680000	7.935104624639432
chr10	29040000	29080000	7.023417243538005
chr10	29080000	29120000	7.410388694753863
chr10	3120000	3160000	8.147121831686265
chr10	32080000	32120000	7.90425313767285
chr10	32160000	32200000	7.756879976478747
chr10	32240000	32280000	8.370510223377511
chr10	37600000	37640000	8.686488130875105
chr10	37680000	37720000	10.135620504487518
chr10	37720000	37760000	8.737299738685419
chr10	37760000	37800000	10.215118564865463
chr10	37800000	37840000	7.637446419190283
chr10	38040000	38080000	7.508803051149572
chr10	38240000	38280000	7.732186296306771
chr10	42640000	42680000	8.542727512401434
chr10	42720000	42760000	8.254885474492518
chr10	43080000	43120000	8.840029119795359
chr10	43120000	43160000	7.494387021221409
chr10	43200000	43240000	7.5048640505684014
chr10	43280000	43320000	8.311600537815723
chr10	43440000	43480000	8.070358123159222
chr10	45360000	45400000	7.543615075923327
chr10	45400000	45440000	8.527339174018724
chr10	45800000	45840000	7.520417651309184
chr10	49560000	49600000	7.240288038466046
chr10	49920000	49960000	7.810910353624581
chr10	5520000	5560000	7.31560820137569
chr10	5800000	5840000	9.483915587700432
chr10	5840000	5880000	8.602278017428906
chr10	5880000	5920000	7.56465646095964
chr10	68360000	68400000	8.326623301218588
chr10	68400000	68440000	10.311533530900263
chr10	68440000	68480000	8.027106747120094
chr10	68480000	68520000	7.129049166928017
chr10	68520000	68560000	9.148114832053967
chr10	68560000	68600000	8.491741025472999
chr10	68600000	68640000	8.163663338672391
chr10	68640000	68680000	8.504383019724445
chr10	68680000	68720000	9.937694271454577
chr10	68720000	68760000	7.516823805609389
chr10	68920000	68960000	8.584551601081664
chr10	68960000	69000000	7.536079967599607
chr10	69440000	69480000	7.690095068287352
chr10	70480000	70520000	7.056814735638069
chr10	71720000	71760000	7.3211370460392375
chr10	720000	760000	8.420302711513049
chr10	72280000	72320000	7.79169140789299
chr10	73720000	73760000	9.524929418305383
chr10	73760000	73800000	8.891272574763303
chr10	73800000	73840000	11.441130597986806
chr10	73840000	73880000	8.888287436514396
chr10	77800000	77840000	7.480337954335336
chr10	77880000	77920000	7.852605175839497
chr10	77920000	77960000	7.330021673295091
chr10	78800000	78840000	9.004597881110127
chr10	78960000	79000000	7.6237077711633825
chr10	79040000	79080000	7.0953842762296615
chr10	79120000	79160000	7.730037389686651
chr10	79160000	79200000	9.86774564420498
chr10	79200000	79240000	8.362501853772429
chr10	79280000	79320000	7.676617149748278
chr10	800000	840000	7.924111863932453
chr10	80560000	80600000	8.009904831254262
chr10	840000	880000	7.459949277817058
chr10	84160000	84200000	7.875601546867918
chr10	85160000	85200000	7.2267866163460495
chr10	86600000	86640000	7.604522473648652
chr10	86640000	86680000	8.587158557385738
chr10	86680000	86720000	8.907217072131283
chr10	86720000	86760000	7.438370573844986
chr10	86880000	86920000	8.475900193445218
chr10	86920000	86960000	8.607077855505434
chr10	920000	960000	7.588315874273362
chr10	97360000	97400000	7.634742712916823
chr10	97400000	97440000	7.8548538095400575
chr10	97440000	97480000	7.292002941328706
chr10	97480000	97520000	7.9449147681815715
chr10	97520000	97560000	8.17271799334023
chr10	97640000	97680000	7.687561017847827
chr11	1040000	1080000	7.994273235733344
chr11	113400000	113440000	7.6879225533030855
chr11	1160000	1200000	10.524246634214274
chr11	116800000	116840000	8.91344683745975
chr11	116840000	116880000	7.135900715246481
chr11	117120000	117160000	9.075093974095235
chr11	117200000	117240000	7.874255029426781
chr11	117280000	117320000	7.0879619599477275
chr11	117360000	117400000	8.47676736486106
chr11	118600000	118640000	7.954674479187759
chr11	118720000	118760000	7.40327608464734
chr11	118960000	119000000	8.14342916575716
chr11	119000000	119040000	11.36126181815567
chr11	119040000	119080000	8.014949824159899
chr11	119080000	119120000	8.068084295452032
chr11	119120000	119160000	7.870780126951693
chr11	119160000	119200000	9.646632601349603
chr11	1200000	1240000	7.202600619034076
chr11	1240000	1280000	9.32143740851392
chr11	126200000	126240000	7.181163576056278
chr11	126240000	126280000	9.092564452982074
chr11	126280000	126320000	7.24117127726505
chr11	1280000	1320000	7.384333855941695
chr11	130120000	130160000	8.54056666805829
chr11	130160000	130200000	8.76071047780614
chr11	130200000	130240000	9.24722476483561
chr11	133880000	133920000	7.811042370406567
chr11	1360000	1400000	9.09661543552113
chr11	1400000	1440000	9.659983114202094
chr11	1520000	1560000	9.141556177235431
chr11	1560000	1600000	7.081358013020463
chr11	18680000	18720000	8.564510110743893
chr11	18720000	18760000	9.409260671276863
chr11	2840000	2880000	7.0346312982955075
chr11	2880000	2920000	8.753169028376107
chr11	2920000	2960000	8.102504085204561
chr11	2960000	3000000	9.246124386010793
chr11	3000000	3040000	7.34367498166199
chr11	3040000	3080000	7.134010193407708
chr11	34000000	34040000	8.053590229340308
chr11	34120000	34160000	7.446943740827462
chr11	360000	400000	10.333530980293917
chr11	3640000	3680000	8.720800644486182
chr11	3800000	3840000	10.103555594265929
chr11	400000	440000	9.5352631820546
chr11	4160000	4200000	10.533634692309358
chr11	440000	480000	8.763780197629211
chr11	46560000	46600000	7.276273046387107
chr11	46600000	46640000	9.620156951610028
chr11	46640000	46680000	9.242459823572373
chr11	46680000	46720000	11.783116458189914
chr11	46720000	46760000	12.276805900297012
chr11	46760000	46800000	8.128701522308125
chr11	47160000	47200000	9.693821719440976
chr11	47200000	47240000	8.909104426617438
chr11	47240000	47280000	9.964968956161393
chr11	47320000	47360000	8.022892713868814
chr11	47520000	47560000	7.046808389015106
chr11	47640000	47680000	8.0978375053265
chr11	47680000	47720000	8.878925897774927
chr11	47840000	47880000	8.90257426263325
chr11	47880000	47920000	9.88833138770176
chr11	480000	520000	10.427152326499762
chr11	48400000	48440000	7.146229809688691
chr11	48520000	48560000	7.439859558998179
chr11	48920000	48960000	7.074580631837176
chr11	520000	560000	10.615656041000936
chr11	560000	600000	7.5017037502288595
chr11	56880000	56920000	7.4597521077943405
chr11	57280000	57320000	8.399830171071931
chr11	57520000	57560000	8.777747944155509
chr11	57680000	57720000	8.799519923889537
chr11	57720000	57760000	13.7384376045138
chr11	600000	640000	8.65071624084072
chr11	60840000	60880000	10.497234513220556
chr11	60880000	60920000	7.861494298889038
chr11	60920000	60960000	7.716418741817058
chr11	61000000	61040000	7.805143183912018
chr11	61240000	61280000	7.430717627966909
chr11	61400000	61440000	7.539039914636293
chr11	61640000	61680000	7.52028244507983
chr11	61680000	61720000	7.093538557916782
chr11	61720000	61760000	7.6090028092329804
chr11	61760000	61800000	10.408540099112606
chr11	61800000	61840000	10.853094129674487
chr11	61840000	61880000	10.664189959513463
chr11	62040000	62080000	9.601336728850391
chr11	62120000	62160000	10.52803523029791
chr11	62400000	62440000	7.576026440041463
chr11	62480000	62520000	7.866006310907184
chr11	62560000	62600000	9.901238237674466
chr11	62600000	62640000	10.89252876170191
chr11	62640000	62680000	12.24666859758875
chr11	62680000	62720000	9.382370998239011
chr11	62760000	62800000	8.918404303537338
chr11	62800000	62840000	8.630472961627364
chr11	63640000	63680000	7.984372681440571
chr11	63680000	63720000	9.347828112960745
chr11	63720000	63760000	9.238452962150594
chr11	63760000	63800000	8.248559879019844
chr11	63840000	63880000	7.645626256933423
chr11	63880000	63920000	7.30936059204091
chr11	63920000	63960000	8.993187757514715
chr11	63960000	64000000	11.694194988943545
chr11	64000000	64040000	7.075357807610182
chr11	6400000	6440000	7.2112284270222595
chr11	640000	680000	9.790221173058061
chr11	64320000	64360000	7.470368735520084
chr11	64680000	64720000	9.652215053716898
chr11	64720000	64760000	9.997438893056424
chr11	64760000	64800000	8.343150928827097
chr11	64800000	64840000	7.900446776432316
chr11	64880000	64920000	7.684755768389579
chr11	65000000	65040000	8.120821499063645
chr11	65040000	65080000	7.742294145979747
chr11	65080000	65120000	13.055015506673826
chr11	65120000	65160000	8.666219341438913
chr11	65280000	65320000	7.571963013715212
chr11	65400000	65440000	7.191431851016892
chr11	65560000	65600000	8.075444842079863
chr11	65600000	65640000	10.635240800447669
chr11	65640000	65680000	7.739606479933496
chr11	65680000	65720000	7.581452642888028
chr11	65840000	65880000	8.420867209008371
chr11	65880000	65920000	10.020429914308142
chr11	65920000	65960000	9.489509633367296
chr11	65960000	66000000	9.4252289214068
chr11	66000000	66040000	7.293477206851139
chr11	6600000	6640000	8.338445953471178
chr11	66200000	66240000	7.3154033471524595
chr11	66240000	66280000	9.742744260109932
chr11	66280000	66320000	8.588074848975465
chr11	66320000	66360000	8.692672632070893
chr11	66360000	66400000	7.1283839138304925
chr11	66480000	66520000	8.151975652172942
chr11	66560000	66600000	8.608256893414412
chr11	66600000	66640000	7.017192320205699
chr11	67040000	67080000	10.544131338243961
chr11	67080000	67120000	7.5506266822337595
chr11	67240000	67280000	10.858104812847817
chr11	67280000	67320000	9.433695402529562
chr11	67400000	67440000	8.057525654459456
chr11	67440000	67480000	10.824348361719279
chr11	67480000	67520000	8.7516024863162
chr11	67520000	67560000	7.633105804819769
chr11	67560000	67600000	9.293907934792506
chr11	67720000	67760000	7.9833384861486145
chr11	68000000	68040000	9.009301260488096
chr11	680000	720000	8.164935809562666
chr11	68240000	68280000	7.157013899325239
chr11	68320000	68360000	7.106553645238155
chr11	68360000	68400000	8.133347889122412
chr11	68400000	68440000	8.255261986428806
chr11	68440000	68480000	9.754337986806194
chr11	68480000	68520000	7.349954190031156
chr11	68520000	68560000	8.75459851052299
chr11	68560000	68600000	8.244197516935309
chr11	68640000	68680000	7.528557445010853
chr11	68720000	68760000	7.353525454725842
chr11	68800000	68840000	10.595901182015384
chr11	68840000	68880000	7.467673845938362
chr11	68920000	68960000	7.701502620822642
chr11	69000000	69040000	7.5825786387640655
chr11	71320000	71360000	7.1555819968250844
chr11	71400000	71440000	7.100778753600285
chr11	71440000	71480000	8.073486749746507
chr11	71480000	71520000	9.448242029263806
chr11	71520000	71560000	10.746998739292726
chr11	71560000	71600000	7.145294599352076
chr11	71760000	71800000	7.4932097890701534
chr11	71800000	71840000	8.567643924692732
chr11	71880000	71920000	7.772253616494781
chr11	71960000	72000000	8.34620986804068
chr11	72000000	72040000	13.894925348830169
chr11	72040000	72080000	7.266244542753934
chr11	72680000	72720000	8.244745263714869
chr11	73240000	73280000	7.395002277747005
chr11	73320000	73360000	9.353064911260283
chr11	73840000	73880000	7.015969182923656
chr11	73920000	73960000	7.744301531164672
chr11	74000000	74040000	8.560385338529885
chr11	74520000	74560000	11.531571626585539
chr11	75280000	75320000	8.446255868965443
chr11	75320000	75360000	9.485739727390213
chr11	75360000	75400000	8.745296078590902
chr11	75400000	75440000	10.266650556065537
chr11	75440000	75480000	12.020906552329107
chr11	75480000	75520000	8.769864764960342
chr11	75800000	75840000	7.1221984902996205
chr11	760000	800000	8.927422960700813
chr11	76240000	76280000	7.978442701463258
chr11	76600000	76640000	7.847880198908161
chr11	78080000	78120000	7.849512489561413
chr11	78160000	78200000	9.284316676639131
chr11	800000	840000	8.191218064977376
chr11	840000	880000	10.921392314596483
chr11	880000	920000	12.601268577589178
chr11	9160000	9200000	7.763361882299138
chr11	9200000	9240000	8.37336395052477
chr11	9240000	9280000	7.437582375292384
chr11	9440000	9480000	9.03869390010215
chr11	9480000	9520000	10.310093062587736
chr11	9520000	9560000	8.245780889762896
chr12	109440000	109480000	7.243773087883081
chr12	109520000	109560000	9.084234383006274
chr12	109760000	109800000	8.507286427510287
chr12	109800000	109840000	9.485892806038605
chr12	109840000	109880000	8.494839521510857
chr12	109880000	109920000	9.824236585807515
chr12	109920000	109960000	11.169996318897343
chr12	110360000	110400000	10.283511452408952
chr12	110440000	110480000	9.145343315397536
chr12	111320000	111360000	8.871762407104805
chr12	111360000	111400000	11.785082632285295
chr12	111440000	111480000	9.184037493883064
chr12	111480000	111520000	7.140995048125963
chr12	111560000	111600000	7.002860579209504
chr12	111600000	111640000	9.571423541654534
chr12	118080000	118120000	7.781447808592754
chr12	120120000	120160000	9.47769440392383
chr12	120160000	120200000	10.24907521369528
chr12	120200000	120240000	8.402732472284553
chr12	120240000	120280000	8.34670045081992
chr12	120280000	120320000	7.903641380817787
chr12	120520000	120560000	7.059423113188009
chr12	120720000	120760000	7.502314601981815
chr12	121280000	121320000	7.336231427789282
chr12	121520000	121560000	8.109615613473336
chr12	121560000	121600000	8.092332083393151
chr12	121600000	121640000	9.389730245686136
chr12	121640000	121680000	7.284580913850721
chr12	121720000	121760000	8.33324406947838
chr12	121800000	121840000	7.509148955684711
chr12	121840000	121880000	7.3396926869627155
chr12	121880000	121920000	8.196029785008378
chr12	121920000	121960000	7.802672828621991
chr12	122040000	122080000	8.441373794937235
chr12	122080000	122120000	7.712431000643072
chr12	122120000	122160000	10.816049926246004
chr12	122160000	122200000	7.336948252202323
chr12	122200000	122240000	10.597497580837814
chr12	122240000	122280000	9.959786781128921
chr12	122280000	122320000	7.170726793495088
chr12	122320000	122360000	11.741522141814153
chr12	122360000	122400000	7.925256320255598
chr12	122440000	122480000	8.038899626966929
chr12	122520000	122560000	7.65806818961967
chr12	122640000	122680000	8.353449017248996
chr12	122680000	122720000	8.416093883247994
chr12	122720000	122760000	9.576817856764094
chr12	122760000	122800000	7.222724591862135
chr12	122800000	122840000	8.174806017471887
chr12	122840000	122880000	7.853412577745272
chr12	122880000	122920000	7.4854543858934655
chr12	122960000	123000000	9.01012291790967
chr12	123000000	123040000	8.951750722130097
chr12	123040000	123080000	11.341074823227082
chr12	123160000	123200000	9.274430808052113
chr12	123200000	123240000	8.987494743364714
chr12	123280000	123320000	7.184723035115348
chr12	123320000	123360000	9.529687149133187
chr12	123360000	123400000	8.77494546917931
chr12	123400000	123440000	9.299412394786069
chr12	123440000	123480000	9.517428816147381
chr12	123480000	123520000	8.835692173822244
chr12	123520000	123560000	9.626883720292806
chr12	123640000	123680000	10.639129062694542
chr12	123680000	123720000	9.560319043545297
chr12	124040000	124080000	8.039927035719263
chr12	124160000	124200000	8.69615226642971
chr12	124200000	124240000	9.60377023031977
chr12	124280000	124320000	8.415246644194902
chr12	124320000	124360000	9.235840982763523
chr12	124360000	124400000	9.550247336584388
chr12	124400000	124440000	11.138003729795503
chr12	124440000	124480000	9.843115323898825
chr12	124480000	124520000	11.233434198234718
chr12	124520000	124560000	9.476263694408843
chr12	124560000	124600000	7.286012267603742
chr12	124600000	124640000	8.230295015400731
chr12	124640000	124680000	7.7800277173125645
chr12	124680000	124720000	7.898771036280364
chr12	124720000	124760000	7.064433032520642
chr12	124760000	124800000	10.931664598586783
chr12	124800000	124840000	10.053559067651367
chr12	124840000	124880000	8.761437187208166
chr12	124920000	124960000	7.385776376906207
chr12	124960000	125000000	7.3820554592182575
chr12	125000000	125040000	7.975816914039875
chr12	125040000	125080000	8.099403565312763
chr12	126000000	126040000	7.7450505556293
chr12	127400000	127440000	10.333530055469687
chr12	127480000	127520000	7.572254847244363
chr12	12760000	12800000	7.306446251981026
chr12	127840000	127880000	7.1446417671673945
chr12	127880000	127920000	8.307225238999576
chr12	128000000	128040000	9.344065558956396
chr12	12800000	12840000	7.327221366306322
chr12	128040000	128080000	7.767520671418017
chr12	128160000	128200000	9.171002800325773
chr12	128280000	128320000	9.961815792093178
chr12	128360000	128400000	7.8703914834269035
chr12	12840000	12880000	11.783347440962741
chr12	128440000	128480000	8.949604526691292
chr12	128480000	128520000	13.538662878525484
chr12	128520000	128560000	9.046948094921623
chr12	128560000	128600000	7.093041252050212
chr12	128600000	128640000	8.041936427677495
chr12	128720000	128760000	8.811656910048148
chr12	129040000	129080000	9.127943919477856
chr12	129080000	129120000	8.172990448041428
chr12	129120000	129160000	7.029122397652472
chr12	129200000	129240000	8.527674611213866
chr12	129240000	129280000	7.40878324997654
chr12	129320000	129360000	7.491864687523378
chr12	129400000	129440000	10.09832445923251
chr12	129440000	129480000	8.233890828095339
chr12	129760000	129800000	7.071790376691755
chr12	129800000	129840000	7.946001096690608
chr12	130080000	130120000	7.158525098037624
chr12	130160000	130200000	8.294223621561589
chr12	130200000	130240000	14.66825722857659
chr12	130240000	130280000	8.272936793084453
chr12	130280000	130320000	11.038265492005829
chr12	130320000	130360000	9.39060187710254
chr12	130360000	130400000	8.597484147968226
chr12	130400000	130440000	9.117222935604891
chr12	130440000	130480000	7.766938022050222
chr12	130480000	130520000	8.184880220011289
chr12	130520000	130560000	8.861317611909907
chr12	130560000	130600000	7.507926340181743
chr12	130600000	130640000	8.033153836561024
chr12	131000000	131040000	9.659314714617938
chr12	131200000	131240000	8.805579840780037
chr12	131320000	131360000	8.58450146141044
chr12	131440000	131480000	7.423697243223832
chr12	132000000	132040000	8.368182950204632
chr12	132040000	132080000	7.026038422571437
chr12	132080000	132120000	12.08111935081788
chr12	132120000	132160000	7.250581240563696
chr12	132160000	132200000	9.244035472348036
chr12	132320000	132360000	8.169325701223148
chr12	132400000	132440000	7.624756548175664
chr12	132440000	132480000	9.612900642653457
chr12	132480000	132520000	9.713993455913704
chr12	132560000	132600000	7.19018195069776
chr12	132600000	132640000	7.317399326669727
chr12	132640000	132680000	13.660150727047682
chr12	132680000	132720000	7.962475863280862
chr12	132720000	132760000	8.666536500673791
chr12	132880000	132920000	10.942396919198428
chr12	133000000	133040000	9.234797549216973
chr12	133160000	133200000	8.052711331441865
chr12	133200000	133240000	7.388464652372355
chr12	1600000	1640000	9.368929532921712
chr12	1880000	1920000	7.08597801758429
chr12	2640000	2680000	7.305625248720914
chr12	2840000	2880000	7.199897698920137
chr12	2920000	2960000	7.388316957136419
chr12	2960000	3000000	9.527898482290656
chr12	29960000	30000000	8.174138819389256
chr12	3000000	3040000	14.61061994133413
chr12	3040000	3080000	8.43008958567522
chr12	3080000	3120000	9.600943144435377
chr12	31000000	31040000	7.233538584092697
chr12	3120000	3160000	7.774883132063303
chr12	3160000	3200000	7.3074510737129375
chr12	31640000	31680000	7.2451717803277935
chr12	31880000	31920000	9.451631200639293
chr12	31920000	31960000	7.816861550756418
chr12	31960000	32000000	7.396311409690164
chr12	32040000	32080000	9.050537376684867
chr12	34200000	34240000	7.8689709420423535
chr12	34280000	34320000	8.0499453872724
chr12	34320000	34360000	9.946646499774076
chr12	34360000	34400000	10.167530532372263
chr12	34440000	34480000	7.475245727272661
chr12	37400000	37440000	7.132989224233122
chr12	38080000	38120000	8.408421888854456
chr12	440000	480000	9.166078239133613
chr12	47960000	48000000	7.836300166449885
chr12	48800000	48840000	12.871998060527279
chr12	48920000	48960000	7.701786276924487
chr12	49000000	49040000	9.315711297616337
chr12	49040000	49080000	9.358453824276607
chr12	49080000	49120000	8.823006765688644
chr12	49160000	49200000	8.29134892072643
chr12	49200000	49240000	7.341264773236857
chr12	49240000	49280000	9.25851030379839
chr12	49280000	49320000	7.237677489734926
chr12	49520000	49560000	8.261608021493743
chr12	49560000	49600000	9.33617833925285
chr12	49600000	49640000	9.244918367354392
chr12	49720000	49760000	7.8799461830258455
chr12	49760000	49800000	7.373193586545472
chr12	49800000	49840000	7.551015017078406
chr12	49840000	49880000	7.597006877027328
chr12	49880000	49920000	7.344661266063013
chr12	49960000	50000000	9.176307950045745
chr12	50000000	50040000	7.6799762528163535
chr12	50040000	50080000	10.655252284934091
chr12	50440000	50480000	7.941262716487057
chr12	50720000	50760000	7.37279400097181
chr12	50800000	50840000	7.944641601692657
chr12	50880000	50920000	8.049217344098308
chr12	51040000	51080000	7.216534411196388
chr12	51080000	51120000	8.21168001923851
chr12	51120000	51160000	7.566087136732875
chr12	51160000	51200000	8.28388509088184
chr12	51200000	51240000	10.744816220886323
chr12	51360000	51400000	11.663249214237306
chr12	51800000	51840000	9.40227135115591
chr12	52040000	52080000	9.137066676403093
chr12	53000000	53040000	8.196747404080527
chr12	53320000	53360000	7.60948580496364
chr12	53400000	53440000	8.636159650216419
chr12	53480000	53520000	7.2809834483170786
chr12	54200000	54240000	11.510828977274768
chr12	5480000	5520000	8.572401332607592
chr12	5560000	5600000	7.052577993873067
chr12	55760000	55800000	8.003779740854501
chr12	55840000	55880000	8.2629367852197
chr12	55880000	55920000	7.482419181564977
chr12	55920000	55960000	7.579325322377764
chr12	55960000	56000000	9.176751470980022
chr12	56000000	56040000	7.224588554272598
chr12	560000	600000	7.014601911240473
chr12	56040000	56080000	8.738347241970708
chr12	56120000	56160000	11.435125868769449
chr12	56160000	56200000	7.8856600488371935
chr12	56200000	56240000	8.771472307777934
chr12	56240000	56280000	8.027625536937768
chr12	56280000	56320000	7.178986733781075
chr12	56320000	56360000	7.46245915382823
chr12	56360000	56400000	10.424800495161417
chr12	56400000	56440000	7.6965284535726255
chr12	5640000	5680000	10.899355681506735
chr12	56440000	56480000	7.344708065122798
chr12	5680000	5720000	7.715643697508888
chr12	57120000	57160000	9.312991985567471
chr12	57160000	57200000	8.82476333091974
chr12	57480000	57520000	10.764170764471311
chr12	6200000	6240000	8.298597169904461
chr12	6240000	6280000	8.200400769181988
chr12	6280000	6320000	7.3935033463141115
chr12	6320000	6360000	8.763981362343394
chr12	6520000	6560000	11.18089414585509
chr12	6560000	6600000	7.636230094515419
chr12	6680000	6720000	8.485986971517585
chr12	6720000	6760000	7.216594677857242
chr12	6840000	6880000	9.506556267034547
chr12	6880000	6920000	8.438199274200851
chr12	6920000	6960000	7.419180252643742
chr12	7080000	7120000	8.299146366827584
chr12	7960000	8000000	8.080208592950141
chr12	93440000	93480000	7.936121822810031
chr13	100640000	100680000	7.479707842532276
chr13	100760000	100800000	7.714909103613344
chr13	102760000	102800000	7.253348491306935
chr13	110160000	110200000	9.434056367005107
chr13	110200000	110240000	9.375569618582553
chr13	110280000	110320000	8.760401630314357
chr13	110320000	110360000	8.613086329197264
chr13	110480000	110520000	10.874845721177168
chr13	110600000	110640000	7.249074274309198
chr13	110640000	110680000	7.827807779354205
chr13	110840000	110880000	10.019040182339381
chr13	111240000	111280000	8.719442356817789
chr13	112520000	112560000	8.991084589542973
chr13	112640000	112680000	8.502227578754285
chr13	112680000	112720000	9.137099456538213
chr13	112720000	112760000	11.776909548674205
chr13	112760000	112800000	9.36902113011591
chr13	112800000	112840000	8.708392769641549
chr13	112840000	112880000	9.202853650427134
chr13	112880000	112920000	14.141295224079476
chr13	112920000	112960000	7.2725890052704045
chr13	112960000	113000000	7.690065347086579
chr13	113000000	113040000	8.449846542439166
chr13	113080000	113120000	7.604690560497423
chr13	113160000	113200000	7.654954638063215
chr13	113200000	113240000	11.040276674616315
chr13	113240000	113280000	10.316039138951716
chr13	113280000	113320000	13.441119684046324
chr13	113320000	113360000	11.996044306574195
chr13	113360000	113400000	9.44938042415469
chr13	113400000	113440000	9.191454585290048
chr13	113440000	113480000	8.75876918064685
chr13	113480000	113520000	9.067469501120517
chr13	113920000	113960000	8.61908457556004
chr13	113960000	114000000	8.110138511138809
chr13	114000000	114040000	9.755264100828006
chr13	18600000	18640000	8.84890457699458
chr13	18680000	18720000	7.941285472995934
chr13	18720000	18760000	7.470818612152794
chr13	18840000	18880000	11.38936970085287
chr13	18920000	18960000	10.898532131692612
chr13	18960000	19000000	8.497429809451495
chr13	19000000	19040000	7.579173879057834
chr13	19040000	19080000	10.148247898240829
chr13	19080000	19120000	7.202534021123036
