Chr	Start	End	DCI_Score
chr17	28880000	28920000	7.579231332670608
chr17	41720000	41760000	7.241927594899262
chr17	5120000	5160000	7.762515144623443
chr17	720000	760000	7.6493985088380505
chr17	81200000	81240000	7.224814619695673
chr17	81680000	81720000	9.111144843353662
chr17	81960000	82000000	7.9861491427754006
chr17	82080000	82120000	7.626152076517551
chr17	82280000	82320000	7.362680893095907
chr17	82360000	82400000	7.656957485050804
chr18	11520000	11560000	7.154781194767256
chr18	11600000	11640000	8.206184654407451
chr18	14160000	14200000	7.671546075455412
chr18	14400000	14440000	8.261162596093289
chr18	15000000	15040000	7.003335942358241
chr18	1800000	1840000	7.254317966223612
chr18	2240000	2280000	7.132005252034836
chr18	2680000	2720000	12.127553250155602
chr18	2840000	2880000	7.153203591263553
chr18	30160000	30200000	9.100852395458533
chr18	52520000	52560000	7.171996034612509
chr18	52560000	52600000	7.4015088603674375
chr18	52600000	52640000	8.099389127876325
chr18	70120000	70160000	7.827743125467764
chr18	71680000	71720000	8.95614168334566
chr18	72600000	72640000	7.818488838057027
chr18	72680000	72720000	8.63026207494962
chr18	74560000	74600000	8.76133591353354
chr18	77960000	78000000	8.59414555195209
chr18	78160000	78200000	7.857631923800159
chr18	78200000	78240000	9.2742965980556
chr18	78320000	78360000	8.363016741638312
chr18	78400000	78440000	7.063951435381363
chr18	79040000	79080000	7.751500833883518
chr18	79320000	79360000	9.471832398514627
chr18	79680000	79720000	10.37642219360632
chr18	79720000	79760000	7.022956581212744
chr18	79840000	79880000	7.078089269481988
chr19	1360000	1400000	9.519307847985687
chr19	15640000	15680000	8.912739260533273
chr19	15800000	15840000	7.399464835289932
chr19	19960000	20000000	9.249868884756392
chr19	20360000	20400000	7.212313549342734
chr19	23440000	23480000	10.86074780426027
chr19	23480000	23520000	8.485261490117912
chr19	23600000	23640000	7.587562550723286
chr19	24200000	24240000	8.432372274552753
chr19	27840000	27880000	8.897150560395444
chr19	27880000	27920000	8.16484180632826
chr19	29400000	29440000	7.031532562652751
chr19	32600000	32640000	9.716736245981926
chr19	36680000	36720000	8.162128857041148
chr19	36720000	36760000	7.145976534497294
chr19	36760000	36800000	7.018883553983789
chr19	36840000	36880000	7.075093488031771
chr19	36920000	36960000	7.305366334157499
chr19	37080000	37120000	7.647627963989684
chr19	37520000	37560000	7.378080727274441
chr19	37720000	37760000	8.317470541182464
chr19	5240000	5280000	7.2084347147244285
chr19	57040000	57080000	9.801124210655436
chr19	57120000	57160000	10.412379954625386
chr19	58320000	58360000	9.694576879469931
chr19	8880000	8920000	8.22392561043355
chr1	108600000	108640000	7.143488981801751
chr1	108640000	108680000	7.605986915595287
chr1	110840000	110880000	8.35642132532801
chr1	111000000	111040000	7.022622664297821
chr1	111440000	111480000	7.858057362153089
chr1	116960000	117000000	9.924628297247297
chr1	1320000	1360000	9.47822407426923
chr1	147120000	147160000	8.369752576893154
chr1	14920000	14960000	10.0829328736726
chr1	150520000	150560000	7.5627590276589585
chr1	152240000	152280000	8.828584691412017
chr1	152400000	152440000	10.188718992222539
chr1	152480000	152520000	7.528630123336559
chr1	152520000	152560000	12.205695230602592
chr1	152720000	152760000	8.968945366912433
chr1	153280000	153320000	7.169325928601648
chr1	154560000	154600000	7.9554167109712814
chr1	1680000	1720000	8.080319598511387
chr1	19320000	19360000	9.400771538759466
chr1	21560000	21600000	7.794869852425281
chr1	224440000	224480000	8.186970839807191
chr1	225040000	225080000	7.3909771036666205
chr1	227520000	227560000	7.060286953367423
chr1	228240000	228280000	9.856104647128536
chr1	228280000	228320000	8.944388005491623
chr1	228320000	228360000	8.968714741799637
chr1	238160000	238200000	8.074461381270433
chr1	2440000	2480000	7.4413902905843985
chr1	2840000	2880000	10.815017539579127
chr1	29600000	29640000	9.458475067641217
chr1	30080000	30120000	9.203919404274533
chr1	37120000	37160000	7.168203508445647
chr1	3920000	3960000	7.513419728685119
chr1	40000000	40040000	7.242564657559463
chr1	4000000	4040000	8.646374255300971
chr1	4040000	4080000	7.3779313079291295
chr1	40520000	40560000	7.267789011958959
chr1	4080000	4120000	7.694863234278767
chr1	4120000	4160000	7.156626055670098
chr1	4160000	4200000	9.9344283013163
chr1	4200000	4240000	13.411423800593376
chr1	4240000	4280000	7.299100177756636
chr1	4280000	4320000	9.43294748558643
chr1	4320000	4360000	8.493964554580181
chr1	4440000	4480000	10.366538621617348
chr1	4560000	4600000	7.52023784045211
chr1	4600000	4640000	9.167319800490473
chr1	4680000	4720000	11.99150391565585
chr1	4720000	4760000	12.382958384219089
chr1	4760000	4800000	7.9354596448189065
chr1	4800000	4840000	7.5695901528017595
chr1	48320000	48360000	8.449270476190591
chr1	4840000	4880000	7.1638885424074825
chr1	48440000	48480000	8.891155229061459
chr1	49160000	49200000	8.690667927199707
chr1	49280000	49320000	7.604786062061389
chr1	49360000	49400000	9.049316810368786
chr1	49520000	49560000	10.173469847318273
chr1	4960000	5000000	9.306189180459373
chr1	49720000	49760000	8.63773936819934
chr1	5000000	5040000	7.48088484893332
chr1	5080000	5120000	10.94226142828625
chr1	51240000	51280000	9.276398387799363
chr1	5160000	5200000	10.137179861313776
chr1	51760000	51800000	9.091215486318118
chr1	51800000	51840000	7.093994853306537
chr1	52040000	52080000	7.130610788463414
chr1	5240000	5280000	7.533159732859045
chr1	5280000	5320000	9.036820083045825
chr1	5320000	5360000	8.091123131699545
chr1	5360000	5400000	12.03566427965935
chr1	5400000	5440000	10.907557451223703
chr1	5440000	5480000	8.958427088506802
chr1	5480000	5520000	9.415639620087534
chr1	5520000	5560000	9.141435554376882
chr1	95760000	95800000	8.490303672553345
chr1	99800000	99840000	7.872694731336303
chr20	15680000	15720000	7.698347826382992
chr20	16400000	16440000	7.609836576923296
chr20	30360000	30400000	7.0584409619092785
chr20	42080000	42120000	13.314163380784226
chr20	42120000	42160000	9.16936393152459
chr20	42200000	42240000	7.520784018210662
chr20	42480000	42520000	8.508039505961637
chr20	42720000	42760000	9.99343178336446
chr20	42760000	42800000	10.437151768268082
chr20	42800000	42840000	8.149730596853711
chr20	42840000	42880000	9.633444236798919
chr20	42880000	42920000	10.14166687215818
chr20	42960000	43000000	12.155715360531714
chr20	43280000	43320000	7.8574980242807575
chr20	43400000	43440000	9.192161540378542
chr20	43480000	43520000	8.17377172769421
chr20	52600000	52640000	7.843691745156972
chr20	54720000	54760000	7.911318626762919
chr20	55000000	55040000	7.240597718229456
chr20	55080000	55120000	9.845751766903543
chr20	55800000	55840000	10.941605739069672
chr20	55920000	55960000	8.40176824556271
chr20	55960000	56000000	8.353030938680696
chr20	59680000	59720000	9.27030465355188
chr20	59800000	59840000	9.804722738344537
chr20	59920000	59960000	7.913312684053364
chr20	60320000	60360000	8.790434094137312
chr20	60960000	61000000	7.759439387422668
chr20	61160000	61200000	7.931069975805171
chr20	61200000	61240000	9.599263948219221
chr20	61920000	61960000	7.9100550929523745
chr20	62200000	62240000	7.3031018338022875
chr20	62280000	62320000	7.7441699249182365
chr21	13200000	13240000	7.927221917751826
chr21	13920000	13960000	8.303184067876085
chr21	19280000	19320000	7.101606600339072
chr21	19440000	19480000	7.209443963924465
chr21	22160000	22200000	7.339579496804237
chr21	22680000	22720000	9.675313577241312
chr21	23080000	23120000	8.412389246987107
chr21	24040000	24080000	9.544659814436166
chr21	24080000	24120000	7.860785775910666
chr21	24240000	24280000	7.371360781350376
chr21	24320000	24360000	10.44799004643265
chr21	24360000	24400000	7.469025291480966
chr21	41200000	41240000	7.620995819331895
chr21	9880000	9920000	7.125329040373749
chr22	16680000	16720000	7.69783831514938
chr22	20080000	20120000	7.187085399805306
chr22	33240000	33280000	7.519943801271949
chr22	33400000	33440000	8.96483870025486
chr22	33520000	33560000	8.926272109468911
chr22	34240000	34280000	8.719571232353491
chr22	42120000	42160000	7.874469143974823
chr22	42560000	42600000	8.321642008836701
chr22	47200000	47240000	11.220487432538087
chr22	47360000	47400000	8.307082557472826
chr22	47400000	47440000	8.05384728227409
chr22	47600000	47640000	8.134057371313856
chr22	48120000	48160000	10.255489686544287
chr22	48240000	48280000	10.396338776644711
chr22	48280000	48320000	9.199240062069668
chr22	48400000	48440000	10.064646183125758
chr22	48440000	48480000	8.613720263876981
chr22	48480000	48520000	9.811720745909613
chr22	48520000	48560000	9.296585599815684
chr22	48560000	48600000	11.852901795990324
chr22	48600000	48640000	12.153054755470315
chr22	48640000	48680000	11.185989720764306
chr22	48680000	48720000	9.222089071994237
chr22	48720000	48760000	8.101709890910259
chr22	48760000	48800000	7.7136656738424625
chr22	48800000	48840000	8.975072766713726
chr22	48880000	48920000	8.580765430014496
chr22	48920000	48960000	7.8507627538586
chr22	49000000	49040000	8.817622959328588
chr22	49040000	49080000	7.052806708997141
chr22	49160000	49200000	7.0224270184393465
chr22	49200000	49240000	7.083270545103178
chr22	49240000	49280000	7.367373743123998
chr22	49280000	49320000	7.281466188084003
chr22	49560000	49600000	7.231992148072178
chr22	49720000	49760000	10.75978139436821
chr22	50160000	50200000	7.8811857272517685
chr2	103040000	103080000	11.267725886045113
chr2	10680000	10720000	9.402307201491018
chr2	112960000	113000000	8.62442876055565
chr2	113560000	113600000	7.309297057032612
chr2	1160000	1200000	8.936610745879248
chr2	116560000	116600000	9.377276478522132
chr2	116640000	116680000	7.9646601881172225
chr2	126080000	126120000	7.871486554819572
chr2	126280000	126320000	8.678083310431083
chr2	126440000	126480000	7.758405895274836
chr2	127080000	127120000	7.076468405463356
chr2	131040000	131080000	8.868294439650567
chr2	134920000	134960000	9.78827981971266
chr2	143960000	144000000	7.938677961724311
chr2	159160000	159200000	7.2455743690783185
chr2	17360000	17400000	7.941365531215353
chr2	17400000	17440000	9.175517201873156
chr2	1800000	1840000	8.334115588653281
chr2	191440000	191480000	7.757071363762366
chr2	191480000	191520000	10.647818208435686
chr2	196800000	196840000	8.569756016032786
chr2	202560000	202600000	9.200380168626694
chr2	232560000	232600000	8.107740102849322
chr2	232680000	232720000	7.376349435806548
chr2	233320000	233360000	7.651480327977594
chr2	237880000	237920000	9.35192393564525
chr2	238000000	238040000	7.171895184912508
chr2	238160000	238200000	7.89623759637447
chr2	240000000	240040000	9.374911778970572
chr2	240200000	240240000	8.725330853393295
chr2	240480000	240520000	9.545834660364372
chr2	240760000	240800000	8.211035002093817
chr2	241200000	241240000	8.332537314911525
chr2	2480000	2520000	8.174065462828889
chr2	2600000	2640000	7.346806652280402
chr2	28400000	28440000	7.468195437089088
chr2	28440000	28480000	7.652750365893924
chr2	28480000	28520000	8.102687885336788
chr2	30240000	30280000	9.80694038153162
chr2	32240000	32280000	7.355531553100825
chr2	32320000	32360000	7.4192106856141296
chr2	32360000	32400000	7.790350198481122
chr2	32440000	32480000	7.195438410798893
chr2	3360000	3400000	7.897835045389444
chr2	33880000	33920000	7.083508472995356
chr2	3440000	3480000	7.032683669415923
chr2	3480000	3520000	7.816292704046968
chr2	42760000	42800000	7.111376574148451
chr2	4760000	4800000	7.158206197290987
chr2	5080000	5120000	7.855516479328923
chr2	52200000	52240000	8.273139691643792
chr2	52240000	52280000	7.464944652514522
chr2	54120000	54160000	9.501011472705525
chr2	61240000	61280000	7.221118190190787
chr2	81480000	81520000	9.015240234908232
chr2	81800000	81840000	7.151174813323988
chr2	82320000	82360000	9.11447434521534
chr2	82480000	82520000	7.816950439342054
chr2	85320000	85360000	10.847047872044582
chr2	85600000	85640000	10.422883658728557
chr2	86400000	86440000	7.050763358615736
chr2	86440000	86480000	7.787238704524976
chr2	90040000	90080000	8.045941792710071
chr2	90080000	90120000	7.7814308314002325
chr2	9360000	9400000	8.106223630285246
chr2	98040000	98080000	8.34813839417458
chr2	98560000	98600000	7.391236420689178
chr2	98600000	98640000	7.535046433839345
chr3	105960000	106000000	8.806824251811316
chr3	106080000	106120000	8.260943874037597
chr3	11520000	11560000	7.364539271071327
chr3	127000000	127040000	8.808200332805226
chr3	127560000	127600000	8.761301912364527
chr3	128520000	128560000	7.7302897810402
chr3	128880000	128920000	7.524594073556218
chr3	129320000	129360000	9.359318738717418
chr3	133360000	133400000	7.586272094220591
chr3	133400000	133440000	8.385800010964479
chr3	13920000	13960000	9.095093862516338
chr3	14000000	14040000	8.099215862594164
chr3	143080000	143120000	8.06525569204577
chr3	175640000	175680000	9.98115875646443
chr3	17720000	17760000	7.9126170128122375
chr3	191720000	191760000	7.257911932231202
chr3	195960000	196000000	7.203324305413218
chr3	196520000	196560000	7.2038129075365065
chr3	20080000	20120000	9.016849159145623
chr3	2040000	2080000	8.402419598688798
chr3	2160000	2200000	7.746071556773008
chr3	33840000	33880000	11.463211200719645
chr3	36960000	37000000	7.412953155778513
chr3	44960000	45000000	8.11547004707619
chr3	45000000	45040000	8.705309091199787
chr3	47280000	47320000	8.549876445889588
chr3	47400000	47440000	8.332429227697792
chr3	47480000	47520000	7.721330981570902
chr3	47840000	47880000	9.145906742867208
chr3	48600000	48640000	7.322207618014839
chr3	48640000	48680000	9.680082452624182
chr3	49680000	49720000	11.150042631794665
chr3	51360000	51400000	8.214516934690778
chr3	51440000	51480000	8.665979639764522
chr3	51680000	51720000	7.478621828960391
chr3	5520000	5560000	11.054622934552057
chr3	5760000	5800000	8.460254523419385
chr3	57920000	57960000	7.245505914138398
chr3	5800000	5840000	8.868997946487395
chr3	58120000	58160000	7.179840472065713
chr3	58280000	58320000	7.11699096050349
chr3	5840000	5880000	7.941704572683551
chr3	6240000	6280000	9.857394866954367
chr3	6320000	6360000	7.287213420887983
chr3	6360000	6400000	7.464950135111022
chr3	6400000	6440000	8.025303403664715
chr3	6440000	6480000	8.00847646429075
chr3	6480000	6520000	7.209934675100132
chr3	6640000	6680000	7.145432509646227
chr3	73120000	73160000	7.355581796558215
chr3	73840000	73880000	7.9484513020806515
chr3	74120000	74160000	7.5523829538375225
chr3	75320000	75360000	12.411399810649483
chr3	78640000	78680000	7.338985345446925
chr3	88000000	88040000	8.192922070127343
chr3	90200000	90240000	7.8475591404339875
chr3	94320000	94360000	7.252155202369933
chr3	94360000	94400000	7.096169037728847
chr3	94480000	94520000	8.394814748680558
chr3	94840000	94880000	7.502055907565452
chr3	96280000	96320000	7.040942261506468
chr4	1000000	1040000	7.11775341651788
chr4	10080000	10120000	7.989477689727671
chr4	107960000	108000000	7.123275822606408
chr4	1200000	1240000	7.234787528729532
chr4	1240000	1280000	7.904600254964826
chr4	145160000	145200000	8.505213120552511
chr4	15520000	15560000	7.011496422897038
chr4	159760000	159800000	9.254867477988332
chr4	160280000	160320000	8.513360273467624
chr4	1640000	1680000	9.640392323998707
chr4	1760000	1800000	7.123423740057407
chr4	182840000	182880000	10.208071071238095
chr4	188480000	188520000	7.512301675265237
chr4	188680000	188720000	8.44654673297176
chr4	188720000	188760000	9.114072694289613
chr4	2040000	2080000	7.013056582880552
chr4	2680000	2720000	7.4656156818565655
chr4	3040000	3080000	10.04423147317835
chr4	3120000	3160000	8.33139847892012
chr4	3480000	3520000	9.939941171023692
chr4	3600000	3640000	7.0731806544524325
chr4	43200000	43240000	7.628069759003378
chr4	43440000	43480000	7.255492453291935
chr4	53360000	53400000	7.882578260953576
chr4	560000	600000	7.581434105135286
chr4	63040000	63080000	8.199813586308682
chr4	72080000	72120000	7.371923487837527
